Date,3month,bond,ftse100,ftse250,nikkei,russell,sp400,sp500
1994-04-13,0.003033,-0.001263,-0.00421,-0.001851,0.020973,-0.012306,-0.012193,-0.002927
1994-04-14,0.00305,-0.003006,-0.004482,-0.002402,-0.003649,0.001843,0.001176,0.000269
1994-04-15,0.003067,0.000567,0.011687,0.008568,0.008877,0.00028,0.00681,-0.000448
1994-04-16,0.003108,-0.002163,-0.003166,-0.000928,0.001864,-0.002319,-0.002391,-0.002779
1994-04-17,0.003158,-0.002153,-0.003179,-0.000929,0.00186,-0.002364,-0.002338,-0.002787
1994-04-18,0.0032,-0.002173,-0.003186,-0.00093,0.001857,-0.00233,-0.002402,-0.002795
1994-04-19,0.003192,-0.000871,-0.00325,-0.002103,-0.004193,-0.011192,-0.012275,0.000181
1994-04-20,0.003192,0.001939,-0.009495,-0.006143,-0.01536,-0.014168,-0.010524,-0.001311
1994-04-21,0.003192,0.00903,0.000936,-8e-06,-0.004166,0.013133,0.01947,0.015318
1994-04-22,0.0032,0.000164,0.01048,0.00184,0.008335,0.005014,0.004008,-0.002451
1994-04-23,0.003225,5.9e-05,-0.002936,-0.001921,-0.004262,0.003731,0.002994,0.003775
1994-04-24,0.003258,5.9e-05,-0.002944,-0.001927,-0.00428,0.003758,0.003044,0.003783
1994-04-25,0.003283,5.9e-05,-0.002953,-0.001929,-0.004298,0.003704,0.002976,0.003747
1994-04-26,0.003308,0.005588,0.006181,0.00267,-0.00407,0.006538,0.002269,-0.001855
1994-04-27,0.003317,-0.003872,0.007903,0.004299,0.005106,0.000717,-0.002206,-0.003054
1994-04-28,0.003317,-0.003887,-0.006381,0.000917,-0.000198,0.000717,-0.002153,-0.003086
1994-04-29,0.003308,-0.00359,-0.00147,-0.004298,-0.001965,0.004934,0.007113,0.00403
1994-04-30,0.003342,0.000224,-0.002022,0.0,-0.001969,0.00198,0.00191,0.001552
1994-05-01,0.003383,-0.001121,-0.00203,3e-06,-0.001973,0.001936,0.001849,0.001572
1994-05-02,0.003417,-0.001122,-0.00203,0.0,-0.001977,0.001972,0.001903,0.001548
1994-05-03,0.003433,-0.001378,-0.002038,-0.001531,0.003734,0.001811,-0.002015,2.2e-05
1994-05-04,0.003458,-0.001275,-0.009516,-0.004665,0.003719,-0.000157,0.000173,-0.002892
1994-05-05,0.003442,0.003439,0.011562,0.003422,0.003706,-0.001415,-0.000634,-0.000753
1994-05-06,0.003583,-0.010896,0.0,0.000119,0.003692,-0.009642,-0.012408,-0.007887
1994-05-07,0.003625,-0.002239,-0.000879,-0.002559,-0.001267,-0.004451,-0.006136,-0.004086
1994-05-08,0.003658,-0.00226,-0.000883,-0.002563,-0.001269,-0.004431,-0.006174,-0.004126
1994-05-09,0.0037,-0.00225,-0.00088,-0.002572,-0.00127,-0.00449,-0.006212,-0.00412
1994-05-10,0.003625,0.006596,0.012428,0.002998,0.006611,0.000967,0.002203,0.008342
1994-05-11,0.0036,-0.005857,-0.001849,-0.002875,0.011665,-0.011789,-0.011524,-0.010134
1994-05-12,0.003533,0.004582,0.002332,-3.5e-05,0.003678,0.002769,-0.000841,0.005119
1994-05-13,0.003533,0.00197,-0.005928,-0.005489,0.0023,-0.002802,-0.002045,0.000879
1994-05-14,0.00355,0.00118,-0.000385,-0.001338,-0.001354,-0.001954,-0.00223,0.00027
1994-05-15,0.003575,0.001193,-0.000385,-0.001343,-0.001355,-0.001958,-0.002235,0.000248
1994-05-16,0.003592,0.001177,-0.000385,-0.001342,-0.001357,-0.001962,-0.00224,0.00027
1994-05-17,0.003583,0.010173,0.002536,9.2e-05,-0.00272,-0.00086,0.004004,0.010979
1994-05-18,0.003575,0.001626,-0.002241,0.001203,0.000954,0.011642,0.024051,0.009613
1994-05-19,0.003533,0.003902,0.002021,0.000482,0.003405,0.007537,0.006255,0.00615
1994-05-20,0.00355,-0.002982,0.001441,0.000312,0.005975,-0.001488,-0.003284,-0.003417
1994-05-21,0.003575,-0.002217,-0.002015,-0.000476,0.003712,-0.000685,-0.000824,-0.001253
1994-05-22,0.0036,-0.002237,-0.002019,-0.000477,0.003699,-0.000645,-0.000824,-0.001277
1994-05-23,0.003625,-0.002227,-0.002023,-0.000477,0.003685,-0.000686,-0.000825,-0.001256
1994-05-24,0.0036,0.002517,-0.006209,-0.004826,0.002597,0.002341,0.005544,0.003553
1994-05-25,0.003567,-0.000717,-0.022142,-0.016796,0.002013,-0.000483,-5.9e-05,0.003364
1994-05-26,0.003558,0.002482,-0.000331,-0.003585,-0.008122,0.00282,0.001701,0.001578
1994-05-27,0.003583,-0.001611,-0.017651,-0.0122,0.013727,0.002089,0.000937,0.000591
1994-05-28,0.003583,-0.000568,0.000344,0.0,0.000992,-0.00016,-0.000293,-0.000459
1994-05-29,0.003583,-0.000583,0.000347,3e-06,0.00099,-0.0002,-0.000293,-0.000459
1994-05-30,0.003592,-0.000568,0.000344,0.0,0.00099,-0.00016,-0.000234,-0.000438
1994-05-31,0.003592,-0.000569,0.000347,-0.002239,0.00646,-0.000201,-0.000293,-0.00046
1994-06-01,0.003567,0.000509,-0.012994,-0.007463,0.003791,0.003209,0.004979,0.002475
1994-06-02,0.003533,0.004266,0.016679,0.005255,-0.002095,0.007638,0.005828,4.4e-05
1994-06-03,0.003525,0.005917,0.005703,0.000278,-0.002609,0.000437,0.003361,0.005419
1994-06-04,0.003533,0.001556,0.001291,0.001321,-0.00362,0.000833,0.001097,-0.000913
1994-06-05,0.003533,0.001539,0.001286,0.001319,-0.003632,0.000872,0.001096,-0.000892
1994-06-06,0.003542,0.001551,0.001288,0.001318,-0.003646,0.000832,0.001095,-0.000914
1994-06-07,0.003517,-0.002124,-0.001529,0.001739,0.015249,-0.004234,-0.006965,-0.00146
1994-06-08,0.003508,0.001862,0.011116,0.006482,0.010419,-0.006954,-0.009158,-0.00251
1994-06-09,0.003525,-0.002478,-0.003061,-0.000417,0.006624,-0.002721,-0.005558,0.00175
1994-06-10,0.003517,-0.001686,0.008914,0.002562,-0.000355,0.005376,0.007589,0.001769
1994-06-11,0.003525,-0.0008,-0.00432,-0.001169,0.002456,-0.000319,5.8e-05,0.000305
1994-06-12,0.003525,-0.000786,-0.004338,-0.001171,0.00245,-0.000279,5.8e-05,0.000327
1994-06-13,0.003533,-0.000801,-0.004357,-0.001172,0.002444,-0.000319,5.8e-05,0.000305
1994-06-14,0.003508,0.004529,0.007725,-0.004753,-0.009226,0.003116,0.004261,0.007123
1994-06-15,0.003525,-0.003755,0.00204,-0.005312,-0.003325,0.000518,-0.004069,-0.003806
1994-06-16,0.003517,-0.000415,-0.005155,-0.00718,0.003971,0.001871,0.003794,0.002866
1994-06-17,0.003525,-0.002657,-0.002376,-0.001992,0.006357,-0.005323,-0.010466,-0.007534
1994-06-18,0.003542,-0.000164,-0.005713,-0.004582,-0.005445,-0.004393,-0.004583,-0.002159
1994-06-19,0.00355,-0.000179,-0.005743,-0.0046,-0.005475,-0.004453,-0.004545,-0.002164
1994-06-20,0.003567,-0.000164,-0.005779,-0.004624,-0.005505,-0.004432,-0.004625,-0.002169
1994-06-21,0.003583,-0.003008,-0.0104,-0.004815,-0.016021,-0.01202,-0.015072,-0.009089
1994-06-22,0.003567,0.004406,0.00687,-0.000199,-0.011139,0.004793,0.007258,0.003877
1994-06-23,0.00355,0.000862,-0.00608,-0.007026,0.022296,-0.011334,-0.01189,-0.007636
1994-06-24,0.003567,-0.005007,-0.022363,-0.018261,-0.012997,-0.012825,-0.012823,-0.01519
1994-06-25,0.003567,0.000403,0.002701,-0.001061,-0.007476,0.001253,0.00394,0.003388
1994-06-26,0.003567,0.000403,0.00269,-0.001065,-0.007533,0.001252,0.003924,0.003399
1994-06-27,0.003567,0.000403,0.002687,-0.001063,-0.00759,0.00125,0.003909,0.003365
1994-06-28,0.003567,-0.002893,0.003138,0.006184,0.016663,-0.005535,-0.001521,-0.002772
1994-06-29,0.003542,0.001436,0.012822,0.009172,-0.007666,0.005105,0.005119,0.003497
1994-06-30,0.00355,-0.004331,-0.009198,-0.000328,0.007955,0.000458,-0.002061,-0.007506
1994-07-01,0.0036,6e-05,0.005892,0.000495,-0.004869,0.003454,0.004374,0.004344
1994-07-02,0.003625,0.000495,0.003858,0.001423,0.001436,-0.000415,0.000242,9e-05
1994-07-03,0.003642,0.000495,0.003847,0.001421,0.001434,-0.000415,0.000302,0.000112
1994-07-04,0.003658,0.000495,0.003829,0.001419,0.001432,-0.000374,0.000242,9e-05
1994-07-05,0.003683,0.000494,-0.001818,0.001589,0.009812,-0.000415,0.000242,9e-05
1994-07-06,0.003658,-1.5e-05,-0.006172,0.00069,-0.009856,-0.000208,-0.001752,-0.000538
1994-07-07,0.003633,0.001722,0.006007,0.004782,-0.000437,0.004321,0.0069,0.005043
1994-07-08,0.003742,-0.006337,-0.000675,-1.4e-05,-0.004535,0.000827,0.001683,0.002609
1994-07-09,0.003775,-0.000782,0.002407,0.001861,-0.000868,-0.000372,0.00024,-0.001112
1994-07-10,0.003808,-0.000783,0.002404,0.001858,-0.000868,-0.000331,0.00024,-0.001091
1994-07-11,0.003842,-0.000783,0.002395,0.001854,-0.000869,-0.000372,0.00024,-0.001115
1994-07-12,0.0038,0.001342,-0.006669,-0.002291,-0.003547,0.001945,0.002879,-0.000246
1994-07-13,0.003767,0.002303,0.013968,0.008012,0.006859,0.006154,0.008551,0.001741
1994-07-14,0.003675,0.008607,0.015007,0.010316,0.008648,0.008784,0.010672,0.010429
1994-07-15,0.00365,0.001564,0.007999,0.006122,0.002515,-0.00057,-0.001877,0.001654
1994-07-16,0.003658,0.00113,0.000781,0.000842,-0.000843,-4.1e-05,0.000118,0.000771
1994-07-17,0.003658,0.001114,0.00078,0.000838,-0.000844,-4.1e-05,5.9e-05,0.000792
1994-07-18,0.003667,0.001128,0.000779,0.000841,-0.000844,-4.1e-05,0.000118,0.000769
1994-07-19,0.003642,0.001897,0.003018,0.003966,0.002776,-0.001344,-0.00188,-0.002988
1994-07-20,0.003675,-0.003772,-0.004561,0.003519,0.00027,-0.006564,-0.006417,-0.00498
1994-07-21,0.0037,-0.000787,0.005817,0.00387,-0.007595,0.001067,-0.0016,0.002236
1994-07-22,0.00375,-0.001932,0.006333,0.008345,-0.00776,-0.002378,0.001365,0.001105
1994-07-23,0.003758,0.00064,-0.000921,-0.000636,-0.002692,4.1e-05,-0.000533,0.000839
1994-07-24,0.003767,0.000625,-0.000919,-0.000639,-0.002698,0.0,-0.000593,0.000838
1994-07-25,0.003775,0.000639,-0.000923,-0.000637,-0.002706,4.1e-05,-0.000534,0.000837
1994-07-26,0.003767,-0.000178,0.003574,0.00471,0.002351,-0.001562,-0.001247,-0.001959
1994-07-27,0.003808,-0.002616,-0.011196,-0.002247,-0.01023,-0.003869,-0.003923,-0.001743
1994-07-28,0.003783,0.002861,0.004412,0.002717,0.005493,-0.001157,0.002566,0.00369
1994-07-29,0.003658,0.01,-0.004296,-0.0007,0.009954,0.009555,0.011249,0.00885
1994-07-30,0.003675,0.000206,0.001599,0.000107,-0.002902,0.001352,0.002295,0.002008
1994-07-31,0.003692,0.000221,0.0016,0.00011,-0.00291,0.001391,0.00229,0.001982
1994-08-01,0.003708,-0.001118,0.001594,0.000107,-0.002919,0.001348,0.002285,0.002
1994-08-02,0.0037,0.00318,0.019403,0.008785,0.019179,0.002448,0.002104,-0.000976
1994-08-03,0.0037,-0.001394,0.000918,0.004402,-0.001326,0.000407,-0.00105,0.001932
1994-08-04,0.003692,0.000705,-0.003133,0.002876,0.002138,-0.003866,-0.002744,-0.00661
1994-08-05,0.003825,-0.0079,0.005396,0.003973,-0.007503,-0.002533,-0.004801,-0.002858
1994-08-06,0.003825,0.000148,0.000464,0.001238,0.001854,0.000573,0.002236,0.000591
1994-08-07,0.003825,0.000133,0.000461,0.001239,0.001851,0.000573,0.002289,0.000568
1994-08-08,0.003825,0.000148,0.000464,0.001235,0.001847,0.000573,0.002226,0.00059
1994-08-09,0.0038,-0.003388,-0.00104,-0.000603,-0.00221,0.00139,0.000877,6.6e-05
1994-08-10,0.003742,0.000475,-0.000505,-0.002555,0.008743,0.006083,0.008466,0.005197
1994-08-11,0.003717,-0.002359,-0.009094,0.002618,0.002461,-0.000609,-0.002779,-0.003085
1994-08-12,0.003758,0.003852,0.001306,0.000577,-0.007566,0.003329,0.002671,0.006668
1994-08-13,0.003817,-4.4e-05,-1e-05,-0.000858,-0.000605,0.000971,0.000347,-0.00052
1994-08-14,0.003875,-3e-05,-1.3e-05,-0.000859,-0.000605,0.00093,0.000289,-0.000498
1994-08-15,0.003933,-4.4e-05,-1e-05,-0.00086,-0.000606,0.000969,0.000347,-0.00052
1994-08-16,0.00395,0.003971,0.001623,-0.0011,0.007759,0.001412,0.003355,0.008195
1994-08-17,0.003908,0.004782,0.013663,0.007173,0.001838,0.004594,0.006803,0.000344
1994-08-18,0.003925,-0.00542,-0.002414,-0.000358,0.001835,-0.000401,-0.00252,-0.0043
1994-08-19,0.003908,-0.00158,0.002765,0.003615,-0.01678,0.001926,0.000919,0.001101
1994-08-20,0.003917,-0.00034,-0.002099,-0.000365,-0.001919,8e-05,0.0,-0.00097
1994-08-21,0.003933,-0.000326,-0.002104,-0.000362,-0.001923,4e-05,5.7e-05,-0.000993
1994-08-22,0.003942,-0.00034,-0.002108,-0.000365,-0.001927,8e-05,0.0,-0.000972
1994-08-23,0.003908,0.001555,0.001198,0.000955,-0.000677,0.007007,0.006366,0.004737
1994-08-24,0.003883,0.003105,0.00948,0.002313,0.006419,0.004652,0.001653,0.009731
1994-08-25,0.0039,-0.002019,0.009048,0.007265,-0.00333,0.001979,0.003414,-0.002025
1994-08-26,0.0039,0.002334,0.009554,0.004645,0.001379,0.005649,0.008165,0.01222
1994-08-27,0.003917,5.9e-05,-0.001185,0.0,0.0021,0.000746,-5.6e-05,0.000549
1994-08-28,0.003925,7.4e-05,-0.00119,-3e-06,0.002095,0.000746,-0.000112,0.00057
1994-08-29,0.003942,5.9e-05,-0.001188,0.0,0.002091,0.000745,-5.6e-05,0.000548
1994-08-30,0.003925,0.001591,-0.001193,0.001776,-0.000403,0.003841,0.005288,0.003118
1994-08-31,0.0039,0.001883,0.000523,0.000742,0.001768,0.004607,-0.001511,-0.001218
1994-09-01,0.003892,0.000132,-0.010703,-0.005827,0.000698,-0.004897,-0.008295,-0.004879
1994-09-02,0.003892,-0.000793,0.001928,-0.003429,0.000528,0.000508,-0.00243,-0.004607
1994-09-03,0.003892,-0.000617,0.001946,0.000648,-0.003948,-0.00039,-0.000453,0.000467
1994-09-04,0.0039,-0.000632,0.001939,0.000647,-0.003964,-0.000351,-0.000453,0.000446
1994-09-05,0.003908,-0.000632,0.001938,0.000647,-0.00398,-0.000391,-0.00051,0.000467
1994-09-06,0.003908,-0.000618,-0.011137,-0.001663,-0.000745,-0.000391,-0.000454,0.000466
1994-09-07,0.003883,-0.001443,-0.000468,-0.000875,-0.018151,0.003948,0.004824,-0.001844
1994-09-08,0.003892,2.9e-05,-0.00746,-0.004565,-0.005295,0.005218,0.004123,0.004565
1994-09-09,0.003917,-0.007079,-0.012799,-0.006874,-0.000999,-0.005384,-0.009169,-0.010483
1994-09-10,0.003933,-5.9e-05,-0.001115,-0.002021,0.000325,-0.001168,-0.00193,-0.00141
1994-09-11,0.003942,-5.9e-05,-0.001116,-0.002022,0.000325,-0.001131,-0.001877,-0.00139
1994-09-12,0.003958,-5.9e-05,-0.001117,-0.002029,0.000325,-0.001171,-0.001938,-0.001414
1994-09-13,0.003933,0.000594,-0.002365,-0.009229,0.006468,0.00426,0.004225,0.002788
1994-09-14,0.003917,0.002405,-0.013327,-0.013764,-0.006322,0.002296,0.00108,0.002759
1994-09-15,0.003917,0.002325,0.010683,0.005639,0.0,0.008659,0.013916,0.01282
1994-09-16,0.003942,-0.007477,-0.015292,-0.008995,-0.006181,3.8e-05,-0.003697,-0.007624
1994-09-17,0.003942,0.000566,0.001524,-0.000747,-0.004078,-0.000962,-0.001237,-0.000233
1994-09-18,0.003933,0.000565,0.001518,-0.000744,-0.004094,-0.001002,-0.001182,-0.000255
1994-09-19,0.003933,0.000565,0.001519,-0.000748,-0.004111,-0.000964,-0.00124,-0.000234
1994-09-20,0.00395,-0.001784,-0.013575,-0.006505,0.014481,-0.009767,-0.011512,-0.015907
1994-09-21,0.0041,-0.001429,-0.007408,-0.00402,0.002425,-0.008109,-0.007936,-0.0041
1994-09-22,0.0041,0.00085,0.002123,-0.002238,-0.0026,-0.000157,-0.002705,-0.000412
1994-09-23,0.004092,-0.000551,0.002317,-0.000345,-0.000244,-0.00287,-0.002885,-0.003469
1994-09-24,0.004092,0.000179,-0.003127,-0.003693,-0.000243,-0.000552,0.000231,0.000827
1994-09-25,0.0041,0.000194,-0.003134,-0.003709,-0.000244,-0.000592,0.000231,0.000848
1994-09-26,0.0041,0.000179,-0.003147,-0.00372,-0.000244,-0.000553,0.000231,0.000825
1994-09-27,0.004025,-0.001549,0.0029,-0.001105,-0.017435,-0.000553,-0.000636,0.002669
1994-09-28,0.003883,0.002373,0.010038,0.004634,0.001988,0.005216,0.009953,0.006038
1994-09-29,0.003917,-0.004674,-0.015204,-0.00843,0.005512,-0.000865,-0.002349,-0.005593
1994-09-30,0.004,0.002348,0.011295,-0.00264,-0.002616,0.007632,0.004193,0.001017
1994-10-01,0.004067,-0.000821,-0.004715,-0.004312,0.001469,-0.001757,-0.001373,-0.000692
1994-10-02,0.004142,-0.000821,-0.004734,-0.004334,0.001467,-0.001721,-0.001374,-0.000714
1994-10-03,0.004208,-0.000822,-0.00476,-0.00435,0.001465,-0.001763,-0.001376,-0.000693
1994-10-04,0.004242,-0.000613,0.006134,0.001664,-0.004144,-0.013463,-0.014242,-0.015485
1994-10-05,0.004242,-0.003472,-0.015158,-0.007551,0.009349,-0.007877,-0.005535,-0.002354
1994-10-06,0.004258,0.000195,0.009505,0.004739,-0.004877,0.000642,-0.002343,-0.002558
1994-10-07,0.004183,0.003003,0.004792,0.000595,0.004555,0.004729,0.00734,0.006057
1994-10-08,0.004192,0.000329,0.003735,0.003408,0.000971,0.002353,0.002623,0.002878
1994-10-09,0.0042,0.000329,0.003721,0.0034,0.00097,0.002348,0.002674,0.002892
1994-10-10,0.004208,0.000329,0.003707,0.003385,0.00097,0.002342,0.002609,0.002862
1994-10-11,0.004217,0.00356,0.013422,0.006926,0.000969,0.007723,0.01122,0.014705
1994-10-12,0.004267,-0.002161,0.008949,0.00811,0.013534,0.001887,0.000743,-0.000687
1994-10-13,0.004208,0.003286,0.013353,0.006025,0.002942,0.000824,0.001029,0.004984
1994-10-14,0.004167,0.001072,-0.011203,-0.003709,-0.008911,-0.00098,-0.000228,0.0028
1994-10-15,0.004175,-0.000193,0.001448,0.000432,-0.000184,0.000118,-0.000914,-0.000107
1994-10-16,0.004192,-0.000208,0.001446,0.000432,-0.000183,0.000157,-0.000914,-8.5e-05
1994-10-17,0.0042,-0.000193,0.001444,0.000431,-0.000184,0.000118,-0.000915,-0.000107
1994-10-18,0.0042,0.000789,-0.011185,-0.004433,0.001709,-0.003726,-0.000802,-0.002772
1994-10-19,0.004208,-0.002438,-0.007941,-0.003154,-0.006179,0.003071,0.006705,0.005602
1994-10-20,0.004283,-0.005619,0.000784,0.001065,0.006192,-0.00467,-0.007002,-0.007294
1994-10-21,0.004292,-0.00051,-0.009924,-0.006392,-0.004643,-0.002957,-0.004987,-0.004198
1994-10-22,0.004308,-0.00048,-0.000406,-0.000208,-0.000782,-0.001661,-0.001671,-0.002904
1994-10-23,0.004333,-0.000465,-0.000409,-0.000211,-0.000783,-0.001664,-0.001674,-0.002934
1994-10-24,0.00435,-0.00048,-0.000406,-0.000209,-0.000784,-0.001667,-0.001676,-0.002921
1994-10-25,0.004333,-0.000886,-0.00931,-0.0073,-0.006056,-0.004094,-0.003474,0.001519
1994-10-26,0.004275,-0.00024,-0.000333,-0.00213,0.00072,0.000998,0.003719,0.002362
1994-10-27,0.004267,0.000631,0.0099,0.003723,0.002533,0.005741,0.007526,0.006982
1994-10-28,0.0043,0.004207,0.01789,0.006158,0.000445,0.010862,0.01649,0.017001
1994-10-29,0.004308,0.000224,0.001469,0.001459,0.003104,3.9e-05,-0.000791,-0.000992
1994-10-30,0.004325,0.000239,0.00147,0.001457,0.003095,0.0,-0.000735,-0.001014
1994-10-31,0.004333,0.000224,0.001465,0.001455,0.003085,3.9e-05,-0.000793,-0.000994
1994-11-01,0.00435,-0.004246,-0.000355,0.002115,-0.003658,-0.006039,-0.006742,-0.00832
1994-11-02,0.004358,-0.002087,-0.004844,-0.000678,-0.008326,0.001065,-0.000171,-0.004078
1994-11-03,0.004375,-0.001264,0.007497,0.002513,0.001542,0.001576,0.001084,0.003001
1994-11-04,0.004442,-0.002727,-0.00219,0.001082,0.001539,-0.005509,-0.007124,-0.012032
1994-11-05,0.004467,-0.000181,-0.003422,-0.001369,-0.003236,-0.001187,-0.001607,0.000562
1994-11-06,0.004492,-0.000181,-0.003434,-0.001371,-0.003247,-0.001228,-0.001552,0.000584
1994-11-07,0.004517,-0.000181,-0.003446,-0.001373,-0.003257,-0.00119,-0.001612,0.000562
1994-11-08,0.004475,0.001406,-0.000652,-0.000116,-0.00052,0.001112,0.00571,0.005572
1994-11-09,0.00445,0.004015,0.011685,0.003875,-0.009442,-0.001706,-0.00367,-0.000537
1994-11-10,0.004483,-0.001594,0.001258,0.002703,-0.008187,-0.00437,-0.004777,-0.002213
1994-11-11,0.0045,-0.001144,-0.008893,-0.001792,0.001013,-0.004829,-0.004106,-0.00435
1994-11-12,0.004517,0.000905,0.002103,0.000153,-0.000396,0.001363,0.001974,0.00266
1994-11-13,0.004533,0.000889,0.002096,0.00015,-0.000396,0.001321,0.001913,0.002653
1994-11-14,0.00455,0.000903,0.002095,0.000153,-0.000396,0.00136,0.001967,0.002646
1994-11-15,0.004608,0.002992,0.012955,0.006371,0.006761,0.001877,0.001039,-0.002167
1994-11-16,0.0046,-0.003283,0.00354,0.006212,-0.004384,-0.001355,-0.001788,0.001269
1994-11-17,0.004592,-0.003474,-0.006038,-0.001736,0.001549,-0.003752,-0.006991,-0.004403
1994-11-18,0.004583,0.001102,0.001119,-0.000277,-0.001759,-0.004007,-0.003782,-0.00453
1994-11-19,0.004592,-7.5e-05,-0.001064,-0.000562,-0.003123,-0.002414,-0.003329,-0.002297
1994-11-20,0.0046,-7.5e-05,-0.001068,-0.000565,-0.003133,-0.002379,-0.003282,-0.002281
1994-11-21,0.004608,-7.5e-05,-0.001066,-0.000563,-0.003143,-0.002425,-0.003351,-0.002308
1994-11-22,0.004575,0.002292,-0.013553,-0.006794,-0.008301,-0.018356,-0.019939,-0.017914
1994-11-23,0.004533,0.008876,-0.01663,-0.015937,-0.006901,-0.006811,-0.001866,-0.000355
1994-11-24,0.004542,-6e-05,0.003006,-0.002164,-0.00695,0.002951,0.004885,0.002623
1994-11-25,0.004542,-6e-05,-0.001021,-0.000282,-0.001835,0.002942,0.004861,0.002616
1994-11-26,0.004583,-0.000775,0.001493,0.000937,0.002579,0.000909,0.000717,0.001371
1994-11-27,0.004625,-0.000761,0.001494,0.000933,0.002573,0.000908,0.000716,0.001391
1994-11-28,0.004667,-0.000777,0.001489,0.000935,0.002566,0.000907,0.000716,0.001367
1994-11-29,0.004742,-0.003378,0.004595,-0.000226,0.00612,0.00412,0.003993,0.002224
1994-11-30,0.004767,0.002415,0.006632,0.00231,0.007879,0.002298,-0.001781,-0.003252
1994-12-01,0.004758,-0.001392,-0.013565,-0.005773,-0.003251,-0.009089,-0.012665,-0.010514
1994-12-02,0.004825,0.005619,-0.007336,-0.004952,-0.000805,0.003223,0.004095,0.009757
1994-12-03,0.004892,-0.000313,0.00179,-0.00015,0.005393,0.000165,0.00096,2.2e-05
1994-12-04,0.004958,-0.000328,0.001786,-0.000147,0.005364,0.000165,0.000899,0.0
1994-12-05,0.005025,-0.000313,0.001783,-0.00015,0.005335,0.000165,0.000958,2.2e-05
1994-12-06,0.00495,0.004206,-0.005736,-0.00814,0.001803,-0.002964,-0.004426,-0.000463
1994-12-07,0.00485,-0.00202,-0.001194,-0.001417,-0.008595,-0.008422,-0.005707,-0.004149
1994-12-08,0.004858,0.000253,0.000432,0.000753,0.000303,-0.016988,-0.015588,-0.012809
1994-12-09,0.00485,0.001785,-0.012111,-0.00937,-0.010518,-0.003939,-0.001657,0.00339
1994-12-10,0.004883,-0.001129,-0.003795,-0.002294,-5.6e-05,0.000468,6.1e-05,0.001879
1994-12-11,0.004908,-0.00113,-0.00381,-0.002302,-5.6e-05,0.000468,0.0,0.001854
1994-12-12,0.004942,-0.001131,-0.003824,-0.002305,-5.6e-05,0.000467,6.1e-05,0.001872
1994-12-13,0.004958,0.001013,0.001019,0.000222,-0.00525,0.001486,0.003934,0.001513
1994-12-14,0.004867,0.00393,0.011607,0.009605,0.002967,0.00865,0.01347,0.010708
1994-12-15,0.00475,-0.001216,-0.002416,0.002455,0.010017,0.013957,0.006464,0.000813
1994-12-16,0.004758,0.000119,0.01352,0.006781,0.002213,-0.000829,-0.002281,0.007599
1994-12-17,0.004767,0.000401,0.0023,0.002226,0.001869,-0.000788,-0.000782,-0.000654
1994-12-18,0.004783,0.000401,0.002298,0.002224,0.001865,-0.000747,-0.000783,-0.000632
1994-12-19,0.004792,0.0004,0.002289,0.002216,0.001862,-0.00079,-0.000783,-0.000655
1994-12-20,0.004692,0.000474,0.00781,0.001046,0.007064,0.000707,0.003076,-0.001769
1994-12-21,0.004633,0.000652,0.004022,0.000857,-0.003417,0.011221,0.007635,0.005491
1994-12-22,0.004675,-0.00234,0.006937,0.005547,0.015142,0.001233,0.001014,0.000152
1994-12-23,0.004733,8.9e-05,-0.002685,0.000416,0.001187,0.004598,0.004232,0.000326
1994-12-24,0.00475,0.001291,0.000804,0.0,0.001185,0.001226,0.000772,0.001435
1994-12-25,0.004758,0.001275,0.000804,0.0,0.001184,0.001224,0.000771,0.001433
1994-12-26,0.004767,0.001273,0.000803,0.0,0.001183,0.001223,0.000711,0.001431
1994-12-27,0.004783,0.001286,0.000802,0.0,-0.00078,0.001221,0.00077,0.001429
1994-12-28,0.004733,-0.000945,0.000802,0.005394,-0.002325,-0.002684,-0.004024,-0.003481
1994-12-29,0.004717,-0.002202,-0.009755,-0.00219,0.004447,0.006605,0.005763,0.000673
1994-12-30,0.004733,-0.001141,-3.3e-05,0.00096,-0.001515,0.014055,0.000945,-0.00412
1994-12-31,0.004792,0.000222,1.6e-05,0.0,-0.000395,-0.003116,-0.002066,-8.7e-05
1995-01-01,0.004842,-0.000786,1.6e-05,0.0,-0.000396,-0.003125,-0.00207,-8.7e-05
1995-01-02,0.0049,-0.000786,1.6e-05,0.0,-0.000396,-0.003135,-0.002074,-8.7e-05
1995-01-03,0.004958,-0.000787,1.6e-05,-0.001602,-0.000396,-0.003145,-0.002079,-8.7e-05
1995-01-04,0.004875,0.003686,-0.004599,-0.004033,-0.000396,0.001658,0.005475,0.003485
1995-01-05,0.0049,-0.00231,-0.006325,-0.002516,-0.003451,-0.000767,-0.002012,-0.000803
1995-01-06,0.004917,0.001707,0.010784,0.001811,-0.004927,0.002505,0.004804,0.000739
1995-01-07,0.004942,-0.000489,-0.001002,-0.000244,-0.001273,0.000403,0.001239,0.000109
1995-01-08,0.004975,-0.000489,-0.000999,-0.000244,-0.001274,0.000363,0.001238,0.000109
1995-01-09,0.005,-0.000489,-0.001004,-0.000244,-0.001276,0.000403,0.001236,0.000109
1995-01-10,0.004925,0.00276,0.001505,-0.001507,0.002907,0.002456,0.001529,0.001844
1995-01-11,0.004825,0.001021,-0.003594,0.001385,0.002411,-0.003293,-0.002583,-4.3e-05
