Date,3month,bond,ftse100,ftse250,nikkei,russell,sp400,sp500
1987-10-06,0.005642,-0.002612,-0.007503,-0.005295,0.002715,-0.013504,-0.013349,-0.027006
1987-10-07,0.00565,0.002232,-0.003421,-0.003329,-0.00524,-0.007873,-0.005346,-0.00213
1987-10-08,0.005775,-0.00101,0.006653,0.007908,0.012888,-0.010718,-0.008995,-0.01375
1987-10-09,0.005833,-0.0044,-0.003789,0.001622,0.001979,-0.005627,-0.007416,-0.009836
1987-10-10,0.005842,0.0,-0.003943,-0.001122,-0.000685,-0.004515,-0.003903,-0.0018
1987-10-11,0.00585,-3e-05,-0.003962,-0.001119,-0.000685,-0.004596,-0.00403,-0.001803
1987-10-12,0.00585,0.0,-0.003974,-0.001124,-0.000686,-0.004556,-0.003934,-0.001807
1987-10-13,0.005858,0.002299,0.005003,0.003373,0.004412,0.001709,0.00711,0.016581
1987-10-14,0.006208,0.001341,-0.011616,-0.005132,0.00931,-0.014317,-0.013111,-0.029537
1987-10-15,0.006108,-0.008806,-0.00904,-0.007488,-0.008189,-0.013165,-0.016805,-0.023425
1987-10-16,0.005992,-0.002101,0.0,0.00015,-0.002326,-0.043342,-0.042037,-0.051597
1987-10-17,0.00585,-0.001835,-0.036144,-0.029315,-0.007841,-0.04177,-0.044726,-0.068235
1987-10-18,0.0057,-0.001868,-0.037499,-0.030204,-0.007902,-0.043591,-0.04682,-0.073194
1987-10-19,0.005558,-0.001842,-0.03896,-0.03114,-0.007965,-0.045578,-0.04912,-0.079015
1987-10-20,0.005042,0.029883,-0.122156,-0.107565,-0.149009,-0.091392,-0.055834,0.053327
1987-10-21,0.004817,0.000558,0.07893,0.035682,0.092986,0.076283,0.084058,0.090994
1987-10-22,0.004608,0.008923,-0.056899,-0.052141,0.019086,-0.046537,-0.041627,-0.039206
1987-10-23,0.004558,0.000582,-0.020729,-0.033125,-0.049304,-0.023922,-0.017317,-0.000121
1987-10-24,0.00455,0.002035,-0.020627,-0.031449,-0.014348,-0.030841,-0.026289,-0.027596
1987-10-25,0.004542,0.002031,-0.021067,-0.032475,-0.014556,-0.031908,-0.026999,-0.02838
1987-10-26,0.004533,0.002027,-0.021515,-0.03356,-0.014772,-0.032872,-0.027748,-0.029209
1987-10-27,0.004492,-0.004884,0.011757,0.005268,0.028483,-0.016496,-0.000157,0.024246
1987-10-28,0.004375,0.002643,-0.026703,-0.027303,-0.011274,-0.022394,-0.009881,0.000386
1987-10-29,0.004325,0.001854,0.014231,0.003116,-0.024079,0.044495,0.04562,0.049254
1987-10-30,0.004542,0.002284,0.040309,0.033056,0.033183,0.067329,0.052719,0.02868
1987-10-31,0.00465,0.00026,-0.004972,-0.002957,0.008691,0.005496,0.001439,0.005242
1987-11-01,0.004767,-0.001125,-0.004997,-0.002971,0.008617,0.005466,0.001581,0.005215
1987-11-02,0.004875,-0.001155,-0.005022,-0.002975,0.008542,0.005437,0.001435,0.005188
1987-11-03,0.004842,0.005492,-0.040494,-0.02831,-0.006381,-0.020714,-0.022206,-0.019277
1987-11-04,0.004758,0.001667,-0.027692,-0.054509,-0.006421,-0.004417,-0.004249,-0.007416
1987-11-05,0.0048,0.009958,0.019091,0.005643,-0.018689,0.014846,0.016186,0.022172
1987-11-06,0.004933,-0.002955,-0.010984,-0.010474,0.007312,0.003279,0.003186,-0.015993
1987-11-07,0.004933,0.00037,-0.011433,-0.010852,-0.005508,-0.004777,-0.006495,-0.009624
1987-11-08,0.004933,0.00037,-0.011571,-0.010971,-0.005538,-0.0048,-0.006538,-0.009758
1987-11-09,0.004933,0.00037,-0.0117,-0.011093,-0.005569,-0.004823,-0.006581,-0.009814
1987-11-10,0.004875,-0.000228,0.005303,-0.022785,-0.032648,-0.017514,-0.016193,-0.017148
1987-11-11,0.004942,2.8e-05,0.041818,0.045868,-0.029959,0.006057,0.006883,0.012134
1987-11-12,0.005017,0.001139,0.038553,0.039791,0.024231,0.017977,0.019617,0.027367
1987-11-13,0.005092,-5.7e-05,-0.014214,-0.004261,0.041851,-0.000338,-0.002478,-0.011589
1987-11-14,0.005092,0.000739,0.001293,0.005751,0.002483,-8.5e-05,0.0,0.001506
1987-11-15,0.005083,0.000711,0.001285,0.005718,0.002476,-0.000169,0.0,0.001545
1987-11-16,0.005083,0.000738,0.00129,0.005686,0.00247,-8.5e-05,0.0,0.001502
1987-11-17,0.005058,0.000624,-0.01466,-0.012823,-0.01199,-0.016657,-0.014173,-0.015075
1987-11-18,0.004958,0.000539,0.002169,-0.001374,0.017464,0.003353,0.006373,0.010328
1987-11-19,0.004875,0.000198,-0.014786,-0.013885,-0.002889,-0.01354,-0.014433,-0.022399
1987-11-20,0.004933,0.001899,-0.003722,-0.016683,0.001622,-0.005734,-0.001943,0.008123
1987-11-21,0.004958,0.001103,0.00504,0.00454,0.001657,8.7e-05,0.002096,0.001364
1987-11-22,0.004975,0.001074,0.005021,0.00452,0.001654,0.0,0.002241,0.001362
1987-11-23,0.005,0.001101,0.004989,0.004499,0.001651,8.7e-05,0.002087,0.00136
1987-11-24,0.004958,0.000113,0.018942,0.018226,0.001649,0.009697,0.013389,0.013992
1987-11-25,0.0049,-0.004793,-0.014801,-0.003171,0.015911,0.003374,0.003964,-0.009294
1987-11-26,0.004875,-0.00204,-0.002043,0.004505,0.002692,-0.001552,-0.001024,-0.007702
1987-11-27,0.00485,-0.002044,-0.00548,-0.001005,-0.000583,-0.001555,-0.001025,-0.007762
1987-11-28,0.004742,0.000825,-0.014471,-0.013556,-0.008335,-0.011245,-0.011868,-0.013939
1987-11-29,0.004625,0.000796,-0.014683,-0.013748,-0.008405,-0.01146,-0.011862,-0.014093
1987-11-30,0.004517,0.000824,-0.014902,-0.013934,-0.008477,-0.011504,-0.012155,-0.014338
1987-12-01,0.004767,0.000113,-0.000886,0.001319,0.00644,-0.00385,0.000152,0.007382
1987-12-02,0.004717,0.000255,0.007475,0.009736,0.003618,-0.001438,0.003797,0.00625
1987-12-03,0.0046,0.003177,-0.001195,-0.004015,-0.004684,-0.01953,-0.018914,-0.035297
1987-12-04,0.004675,0.000396,-0.003589,-0.009715,-0.009006,-0.022398,-0.023597,-0.005728
1987-12-05,0.0048,-0.000424,0.003222,0.002714,-0.000239,-0.000188,0.002685,0.00719
1987-12-06,0.004917,-0.000452,0.003212,0.002701,-0.000239,-0.000282,0.002678,0.007183
1987-12-07,0.005042,-0.000424,0.003202,0.002699,-0.000239,-0.000188,0.002671,0.007088
1987-12-08,0.005042,-0.001245,0.016521,0.013405,0.016019,0.007611,0.016296,0.026884
1987-12-09,0.005017,-0.001927,0.009173,0.006719,-0.00273,0.015386,0.01773,0.016943
1987-12-10,0.005092,-0.00758,-0.012017,-0.004002,0.017266,-0.00248,-0.00106,-0.02227
1987-12-11,0.005042,-0.003547,0.019758,0.026815,-0.010525,0.006444,0.001668,0.007492
1987-12-12,0.00505,0.000258,0.0002,0.000817,-0.001585,0.008416,0.006964,0.009731
1987-12-13,0.005058,0.00023,0.000206,0.000822,-0.001587,0.008255,0.006766,0.009638
1987-12-14,0.005067,0.000258,0.0002,0.000816,-0.00159,0.008277,0.00687,0.009546
1987-12-15,0.0051,0.005594,0.010529,0.016891,-0.00347,0.020434,0.003856,0.00256
1987-12-16,0.005108,0.004222,0.011856,0.010446,-0.001195,0.021511,0.01773,0.021704
1987-12-17,0.0051,0.002528,0.009705,0.015395,0.003524,0.001027,0.001016,-0.020558
1987-12-18,0.00505,0.005837,0.00633,0.007103,-0.003182,0.02155,0.017984,0.025434
1987-12-19,0.005058,0.000113,0.006447,0.007813,0.001896,0.001256,0.001852,0.000522
1987-12-20,0.005075,8.5e-05,0.0064,0.007758,0.001893,0.001338,0.001706,0.000481
1987-12-21,0.005083,0.000113,0.006365,0.007693,0.001889,0.001252,0.001846,0.000521
1987-12-22,0.0051,0.000197,-0.0016,0.005246,-0.009401,-0.005087,-0.004251,0.001643
1987-12-23,0.004967,0.00076,0.013735,0.009117,-0.002074,0.012488,0.015085,0.012843
1987-12-24,0.004933,0.006105,0.011121,0.010195,-0.006631,0.00654,0.001823,-0.004464
1987-12-25,0.004933,-0.000643,-0.006789,0.0,-0.018739,-0.005346,-0.004478,-0.006388
1987-12-26,0.004933,-0.000672,-0.006836,0.0,-0.008393,-0.005375,-0.004358,-0.006469
1987-12-27,0.004942,-0.000644,-0.006883,0.0,-0.008463,-0.00532,-0.004518,-0.006471
1987-12-28,0.004942,-0.000644,-0.00693,0.0,-0.008536,-0.005433,-0.004538,-0.006554
1987-12-29,0.005025,-0.001851,-0.006979,-0.03106,-0.002299,-0.005882,-0.004844,-0.003991
1987-12-30,0.004908,0.003483,0.017049,0.020485,-0.002304,0.010144,0.009592,0.013369
1987-12-31,0.004883,0.001204,-0.026083,-0.017953,-0.002309,0.007699,0.00312,-0.003147
1988-01-01,0.004933,0.000783,0.008834,0.0,-0.002314,0.006394,0.006785,0.008985
1988-01-02,0.004975,0.000782,0.008756,0.005292,-0.00232,0.006354,0.006599,0.008865
1988-01-03,0.005025,0.000782,0.00868,0.005264,-0.002325,0.006314,0.006695,0.008827
1988-01-04,0.005075,0.000781,0.008606,0.005236,-0.002331,0.006274,0.006651,0.00871
1988-01-05,0.0051,0.001533,0.008532,0.025241,0.016885,0.021296,0.014866,0.01051
1988-01-06,0.005025,-0.001586,-0.001397,0.00281,0.056325,0.006898,0.007188,0.001005
1988-01-07,0.004967,-0.003428,5.6e-05,-0.000561,7.2e-05,0.00811,0.004713,0.008421
1988-01-08,0.00505,-0.004391,-0.007722,0.001479,0.003529,-0.032727,-0.03324,-0.067683
1988-01-09,0.005008,0.000787,-0.002481,-0.004444,-0.004286,-0.003553,-0.002357,0.005588
1988-01-10,0.004967,0.000786,-0.002487,-0.004459,-0.004305,-0.003566,-0.002501,0.005597
1988-01-11,0.004925,0.000785,-0.002493,-0.004483,-0.004323,-0.003578,-0.002368,0.005526
1988-01-12,0.004992,0.000645,-0.01193,-0.001292,0.002065,-0.010529,-0.012009,-0.008364
1988-01-13,0.004975,0.000868,-0.003335,-0.008002,-0.013262,0.000577,0.001272,0.001589
1988-01-14,0.005058,0.001595,0.005769,0.007552,0.012482,0.003957,0.001835,0.000285
1988-01-15,0.005058,0.009443,0.024837,0.014908,0.003391,0.01552,0.017472,0.025094
1988-01-16,0.005083,0.001439,0.000616,0.002944,0.003379,0.001051,0.000969,-0.000238
1988-01-17,0.0051,0.001437,0.000615,0.002931,0.003367,0.000969,0.00083,-0.000198
1988-01-18,0.005125,0.001435,0.000615,0.002927,0.003356,0.001049,0.000968,-0.000238
1988-01-19,0.00515,-0.001075,-0.012291,-0.008238,-0.000525,0.003144,-0.000138,-0.010164
1988-01-20,0.004992,0.000745,-0.008597,-0.001956,-0.002403,-0.021536,-0.017541,-0.026833
1988-01-21,0.005,0.00488,-0.003195,-0.002574,-0.005817,-0.001068,0.00239,0.002102
1988-01-22,0.005,0.000796,0.013565,0.011604,0.007324,0.009537,0.008555,0.013819
1988-01-23,0.005008,0.000795,-0.001638,-0.001699,0.006438,0.002443,0.003477,0.007667
1988-01-24,0.005025,0.000822,-0.00164,-0.001702,0.006397,0.002356,0.003326,0.007609
1988-01-25,0.005033,0.000794,-0.001643,-0.001705,0.006356,0.002432,0.003453,0.007552
1988-01-26,0.005008,-0.002571,0.002894,0.003861,0.007735,-0.003477,-0.003166,-0.010311
1988-01-27,0.004933,0.008993,-0.001188,-0.002955,-0.00693,0.000974,0.001105,-0.000761
1988-01-28,0.004883,0.005326,0.010594,0.009354,0.010771,0.007619,0.008828,0.015679
1988-01-29,0.00485,0.003243,0.003868,0.006819,0.001487,0.007481,0.008067,0.014924
1988-01-30,0.004858,0.000242,-0.002585,-0.00127,0.001552,0.001278,0.001085,-0.002645
1988-01-31,0.004875,0.000269,-0.002598,-0.001272,0.00155,0.001276,0.001084,-0.002613
1988-02-01,0.004883,0.003581,-0.002599,-0.001273,0.001548,0.001274,0.001083,-0.002659
1988-02-02,0.004908,0.002683,-0.001407,-0.000255,-0.002533,0.00175,0.000406,0.002078
1988-02-03,0.004908,0.000187,-0.004565,-0.001214,-0.003246,-0.004447,-0.006892,-0.013147
1988-02-04,0.004858,-0.00206,0.00034,-0.000426,0.00482,0.001037,0.000408,0.0
1988-02-05,0.004842,0.005416,-0.01647,-0.012389,-0.002459,0.002072,0.002448,-0.004956
1988-02-06,0.00485,-0.00032,-0.008304,-0.008947,0.001703,-0.001352,-0.002171,-0.002471
1988-02-07,0.00485,-0.000293,-0.008379,-0.009033,0.001699,-0.001354,-0.002176,-0.002477
1988-02-08,0.004858,-0.00032,-0.008444,-0.00911,0.001697,-0.001355,-0.00218,-0.002483
1988-02-09,0.004817,-0.00032,0.007495,0.004558,-0.004599,0.002076,0.002322,0.010518
1988-02-10,0.004825,0.001762,0.006619,0.005747,0.004632,0.013066,0.013353,0.019625
1988-02-11,0.004842,-0.001732,0.006576,0.008233,0.004418,0.006842,0.004168,-0.002766
